,location_name,cause_name,year,GBD_val
424169,World Bank Lower Middle Income,Neoplasms,2012,1895.4733000464428
424175,World Bank Lower Middle Income,Neoplasms,2013,1913.2008590804446
424181,World Bank Lower Middle Income,Neoplasms,2014,1940.3904014010025
424187,World Bank Lower Middle Income,Neoplasms,2015,1987.3075287849344
424199,World Bank Lower Middle Income,Neoplasms,2016,2020.6097700696048
424193,World Bank Lower Middle Income,Neoplasms,2017,2031.1323846623557
425381,World Bank Upper Middle Income,Neoplasms,1990,3208.531672553664
425387,World Bank Upper Middle Income,Neoplasms,1991,3227.173408970667
425393,World Bank Upper Middle Income,Neoplasms,1992,3276.234815504245
425399,World Bank Upper Middle Income,Neoplasms,1993,3351.7608297225715
425405,World Bank Upper Middle Income,Neoplasms,1994,3392.0681930430787
425411,World Bank Upper Middle Income,Neoplasms,1995,3398.121974850798
425417,World Bank Upper Middle Income,Neoplasms,1996,3389.984619449713
425423,World Bank Upper Middle Income,Neoplasms,1997,3368.863544720513
425429,World Bank Upper Middle Income,Neoplasms,1998,3363.227492260885
425435,World Bank Upper Middle Income,Neoplasms,1999,3389.5201350963707
425441,World Bank Upper Middle Income,Neoplasms,2000,3399.520366222009
425447,World Bank Upper Middle Income,Neoplasms,2001,3372.461236130596
425453,World Bank Upper Middle Income,Neoplasms,2002,3372.8594446306743
425459,World Bank Upper Middle Income,Neoplasms,2003,3359.8895218084167
425465,World Bank Upper Middle Income,Neoplasms,2004,3354.812497639729
425471,World Bank Upper Middle Income,Neoplasms,2005,3338.6862501727946
425477,World Bank Upper Middle Income,Neoplasms,2006,3278.316081759861
425483,World Bank Upper Middle Income,Neoplasms,2007,3263.3704587742463
425489,World Bank Upper Middle Income,Neoplasms,2008,3289.882817676195
425495,World Bank Upper Middle Income,Neoplasms,2009,3317.9561051417572
425501,World Bank Upper Middle Income,Neoplasms,2010,3354.762153221369
425507,World Bank Upper Middle Income,Neoplasms,2011,3374.5410930917096
425513,World Bank Upper Middle Income,Neoplasms,2012,3415.943159230592
425519,World Bank Upper Middle Income,Neoplasms,2013,3443.107375957773
425525,World Bank Upper Middle Income,Neoplasms,2014,3535.6672089107906
425531,World Bank Upper Middle Income,Neoplasms,2015,3625.253034823708
425543,World Bank Upper Middle Income,Neoplasms,2016,3677.89399974552
425537,World Bank Upper Middle Income,Neoplasms,2017,3666.384686919367
109541,World Bank High Income,Neurological disorders,1990,664.0992291615681
109547,World Bank High Income,Neurological disorders,1991,674.4452231337842
109553,World Bank High Income,Neurological disorders,1992,680.8594740038068
109559,World Bank High Income,Neurological disorders,1993,693.3402704714753
109565,World Bank High Income,Neurological disorders,1994,700.5464335756552
109571,World Bank High Income,Neurological disorders,1995,713.7209238949321
109577,World Bank High Income,Neurological disorders,1996,720.7853924845361
109583,World Bank High Income,Neurological disorders,1997,727.6152954020703
109589,World Bank High Income,Neurological disorders,1998,739.0637465171585
109595,World Bank High Income,Neurological disorders,1999,751.7863590642827
109601,World Bank High Income,Neurological disorders,2000,760.0177097362063
109607,World Bank High Income,Neurological disorders,2001,771.5480454970143
109613,World Bank High Income,Neurological disorders,2002,785.6108768880382
109619,World Bank High Income,Neurological disorders,2003,800.0905485828702
109625,World Bank High Income,Neurological disorders,2004,802.6103316088322
109631,World Bank High Income,Neurological disorders,2005,818.5914444831798
109637,World Bank High Income,Neurological disorders,2006,829.3204057045419
109643,World Bank High Income,Neurological disorders,2007,843.1983144021968
109649,World Bank High Income,Neurological disorders,2008,858.4831695234777
109655,World Bank High Income,Neurological disorders,2009,869.9788661752631
109661,World Bank High Income,Neurological disorders,2010,883.5446573607835
109667,World Bank High Income,Neurological disorders,2011,904.0618727596956
109673,World Bank High Income,Neurological disorders,2012,918.6863344122943
109679,World Bank High Income,Neurological disorders,2013,932.6126421533544
109685,World Bank High Income,Neurological disorders,2014,943.2436839079593
109688,World Bank High Income,Neurological disorders,2015,962.5305909611071
109703,World Bank High Income,Neurological disorders,2016,972.9127620714768
109697,World Bank High Income,Neurological disorders,2017,983.5049524218075
119957,World Bank Low Income,Neurological disorders,1990,460.50009505180606
119963,World Bank Low Income,Neurological disorders,1991,459.218618562336
119969,World Bank Low Income,Neurological disorders,1992,457.9124452169388
119975,World Bank Low Income,Neurological disorders,1993,457.8717687774636
119981,World Bank Low Income,Neurological disorders,1994,456.4254398301321
119987,World Bank Low Income,Neurological disorders,1995,453.1434960136648
119993,World Bank Low Income,Neurological disorders,1996,446.7395159054387
119999,World Bank Low Income,Neurological disorders,1997,438.9934702361274
120005,World Bank Low Income,Neurological disorders,1998,431.56451277141525
120011,World Bank Low Income,Neurological disorders,1999,422.56357081101083
120017,World Bank Low Income,Neurological disorders,2000,415.52330687729295
120023,World Bank Low Income,Neurological disorders,2001,407.9446873713182
120029,World Bank Low Income,Neurological disorders,2002,399.04471521771666
120035,World Bank Low Income,Neurological disorders,2003,394.7858841050053
120041,World Bank Low Income,Neurological disorders,2004,389.1661372543682
120047,World Bank Low Income,Neurological disorders,2005,382.6861772241833
120053,World Bank Low Income,Neurological disorders,2006,379.22802358980783
120059,World Bank Low Income,Neurological disorders,2007,375.18202603480364
120065,World Bank Low Income,Neurological disorders,2008,370.6153904085319
120071,World Bank Low Income,Neurological disorders,2009,367.11270768924726
120077,World Bank Low Income,Neurological disorders,2010,363.51450706418814
120083,World Bank Low Income,Neurological disorders,2011,360.3985440354365
120089,World Bank Low Income,Neurological disorders,2012,357.32387321619905
120095,World Bank Low Income,Neurological disorders,2013,354.37688566830656
120101,World Bank Low Income,Neurological disorders,2014,351.27719727529154
120107,World Bank Low Income,Neurological disorders,2015,348.6530442548167
120119,World Bank Low Income,Neurological disorders,2016,345.479853139927
120113,World Bank Low Income,Neurological disorders,2017,341.4752000225
117101,World Bank Lower Middle Income,Neurological disorders,1990,360.5254581785585
117107,World Bank Lower Middle Income,Neurological disorders,1991,362.09606546522383
117113,World Bank Lower Middle Income,Neurological disorders,1992,363.2502439889536
117119,World Bank Lower Middle Income,Neurological disorders,1993,359.89510090013664
117125,World Bank Lower Middle Income,Neurological disorders,1994,355.9429243481126
117131,World Bank Lower Middle Income,Neurological disorders,1995,354.82612958154493
117137,World Bank Lower Middle Income,Neurological disorders,1996,351.2801623199581
117143,World Bank Lower Middle Income,Neurological disorders,1997,353.2359837975397
117149,World Bank Lower Middle Income,Neurological disorders,1998,352.4646048067316
117155,World Bank Lower Middle Income,Neurological disorders,1999,350.5231858320784
117161,World Bank Lower Middle Income,Neurological disorders,2000,349.88884846803154
117167,World Bank Lower Middle Income,Neurological disorders,2001,346.8806817326718
117173,World Bank Lower Middle Income,Neurological disorders,2002,341.76587502514235
117179,World Bank Lower Middle Income,Neurological disorders,2003,337.0415719807524
117185,World Bank Lower Middle Income,Neurological disorders,2004,335.6027567056018
117191,World Bank Lower Middle Income,Neurological disorders,2005,336.8433414795736
117197,World Bank Lower Middle Income,Neurological disorders,2006,334.08613926901137
117203,World Bank Lower Middle Income,Neurological disorders,2007,332.22161688933807
117209,World Bank Lower Middle Income,Neurological disorders,2008,333.0341935285006
117215,World Bank Lower Middle Income,Neurological disorders,2009,332.7736220094473
117221,World Bank Lower Middle Income,Neurological disorders,2010,334.0817452130558
117227,World Bank Lower Middle Income,Neurological disorders,2011,334.2900402699435
117233,World Bank Lower Middle Income,Neurological disorders,2012,331.42512434171414
117239,World Bank Lower Middle Income,Neurological disorders,2013,330.9905542272536
117245,World Bank Lower Middle Income,Neurological disorders,2014,333.0925804587539
117251,World Bank Lower Middle Income,Neurological disorders,2015,337.07271348629973
117263,World Bank Lower Middle Income,Neurological disorders,2016,341.6571565326914
117257,World Bank Lower Middle Income,Neurological disorders,2017,341.8180886144419
118445,World Bank Upper Middle Income,Neurological disorders,1990,367.8404647024577
118451,World Bank Upper Middle Income,Neurological disorders,1991,370.73255496400833
118457,World Bank Upper Middle Income,Neurological disorders,1992,376.8620883101934
118463,World Bank Upper Middle Income,Neurological disorders,1993,382.1279856313592
118469,World Bank Upper Middle Income,Neurological disorders,1994,384.92118893180833
118475,World Bank Upper Middle Income,Neurological disorders,1995,385.7265064167063
118481,World Bank Upper Middle Income,Neurological disorders,1996,385.51785212378263
118487,World Bank Upper Middle Income,Neurological disorders,1997,385.44905513565885
118493,World Bank Upper Middle Income,Neurological disorders,1998,385.8368537034018
118499,World Bank Upper Middle Income,Neurological disorders,1999,387.61868733005934
118505,World Bank Upper Middle Income,Neurological disorders,2000,388.7555748456647
118511,World Bank Upper Middle Income,Neurological disorders,2001,388.93630532743566
118517,World Bank Upper Middle Income,Neurological disorders,2002,391.09103832038704
118523,World Bank Upper Middle Income,Neurological disorders,2003,393.1751801279447
118529,World Bank Upper Middle Income,Neurological disorders,2004,395.06470586269995
118535,World Bank Upper Middle Income,Neurological disorders,2005,397.2973413808416
118541,World Bank Upper Middle Income,Neurological disorders,2006,397.1551512600299
118547,World Bank Upper Middle Income,Neurological disorders,2007,401.31758928316384
118553,World Bank Upper Middle Income,Neurological disorders,2008,411.3257688529025
118559,World Bank Upper Middle Income,Neurological disorders,2009,423.1200173620632
118565,World Bank Upper Middle Income,Neurological disorders,2010,433.65099818213656
118571,World Bank Upper Middle Income,Neurological disorders,2011,441.68106224422775
118577,World Bank Upper Middle Income,Neurological disorders,2012,451.2682015576554
118583,World Bank Upper Middle Income,Neurological disorders,2013,458.2266017581255
118589,World Bank Upper Middle Income,Neurological disorders,2014,471.5055934364236
118595,World Bank Upper Middle Income,Neurological disorders,2015,484.67919348341314
118607,World Bank Upper Middle Income,Neurological disorders,2016,495.9976370554828
118601,World Bank Upper Middle Income,Neurological disorders,2017,501.57773712728476
689309,World Bank High Income,Nutritional deficiencies,1990,14.06654857144602
689315,World Bank High Income,Nutritional deficiencies,1991,13.651629402535892
689321,World Bank High Income,Nutritional deficiencies,1992,13.049679745396675
689327,World Bank High Income,Nutritional deficiencies,1993,12.78952610059357
689333,World Bank High Income,Nutritional deficiencies,1994,12.580842962393938
689339,World Bank High Income,Nutritional deficiencies,1995,12.580373389229358
689345,World Bank High Income,Nutritional deficiencies,1996,12.41508604804407
689351,World Bank High Income,Nutritional deficiencies,1997,12.467748561441903
689357,World Bank High Income,Nutritional deficiencies,1998,12.829260345865507
689363,World Bank High Income,Nutritional deficiencies,1999,13.09987955955208
689369,World Bank High Income,Nutritional deficiencies,2000,13.065536569011021
689375,World Bank High Income,Nutritional deficiencies,2001,12.96871109284575
689381,World Bank High Income,Nutritional deficiencies,2002,12.910390618879873
689387,World Bank High Income,Nutritional deficiencies,2003,12.85466322300468
689393,World Bank High Income,Nutritional deficiencies,2004,12.405137987674186
689399,World Bank High Income,Nutritional deficiencies,2005,12.433302446175661
689405,World Bank High Income,Nutritional deficiencies,2006,12.284380928412588
689411,World Bank High Income,Nutritional deficiencies,2007,12.33778645491032
689417,World Bank High Income,Nutritional deficiencies,2008,12.465088598360007
689423,World Bank High Income,Nutritional deficiencies,2009,12.510810548796801
689429,World Bank High Income,Nutritional deficiencies,2010,12.53921442682462
689435,World Bank High Income,Nutritional deficiencies,2011,12.706631870700438
689441,World Bank High Income,Nutritional deficiencies,2012,12.78763667258901
689447,World Bank High Income,Nutritional deficiencies,2013,12.883405295054958
689453,World Bank High Income,Nutritional deficiencies,2014,12.977737850676112
689459,World Bank High Income,Nutritional deficiencies,2015,13.233325400784235
689471,World Bank High Income,Nutritional deficiencies,2016,13.1676043917666
689465,World Bank High Income,Nutritional deficiencies,2017,13.193658939700711
699725,World Bank Low Income,Nutritional deficiencies,1990,3928.751665499954
699731,World Bank Low Income,Nutritional deficiencies,1991,3835.8958356091216
699737,World Bank Low Income,Nutritional deficiencies,1992,3771.159894415359
699743,World Bank Low Income,Nutritional deficiencies,1993,3715.743725180455
699749,World Bank Low Income,Nutritional deficiencies,1994,3649.660769292264
699755,World Bank Low Income,Nutritional deficiencies,1995,4769.109437936835
699761,World Bank Low Income,Nutritional deficiencies,1996,4549.870623222633
699767,World Bank Low Income,Nutritional deficiencies,1997,4361.734565689508
699773,World Bank Low Income,Nutritional deficiencies,1998,4190.571504311743
699779,World Bank Low Income,Nutritional deficiencies,1999,4043.0087404772144
699785,World Bank Low Income,Nutritional deficiencies,2000,3905.3166764384614
699791,World Bank Low Income,Nutritional deficiencies,2001,3694.44840360701
699797,World Bank Low Income,Nutritional deficiencies,2002,3491.2294342797777
699803,World Bank Low Income,Nutritional deficiencies,2003,2383.963815720919
699809,World Bank Low Income,Nutritional deficiencies,2004,2242.9204595527412
699815,World Bank Low Income,Nutritional deficiencies,2005,2131.981370965876
699821,World Bank Low Income,Nutritional deficiencies,2006,2010.6150990110941
699827,World Bank Low Income,Nutritional deficiencies,2007,1899.8581398707363
699833,World Bank Low Income,Nutritional deficiencies,2008,1796.244365223039
699839,World Bank Low Income,Nutritional deficiencies,2009,1713.537204664185
699845,World Bank Low Income,Nutritional deficiencies,2010,1762.3852410240204
699851,World Bank Low Income,Nutritional deficiencies,2011,1669.440016370808
699857,World Bank Low Income,Nutritional deficiencies,2012,1442.5911630096741
699863,World Bank Low Income,Nutritional deficiencies,2013,1354.3826300030073
699869,World Bank Low Income,Nutritional deficiencies,2014,1275.9373639754526
699875,World Bank Low Income,Nutritional deficiencies,2015,1203.6828300412894
699887,World Bank Low Income,Nutritional deficiencies,2016,1124.8580747835301
699881,World Bank Low Income,Nutritional deficiencies,2017,1066.4244964467673
696869,World Bank Lower Middle Income,Nutritional deficiencies,1990,1211.0776323820876
696875,World Bank Lower Middle Income,Nutritional deficiencies,1991,1158.121849101214
696881,World Bank Lower Middle Income,Nutritional deficiencies,1992,1105.3966706641543
696887,World Bank Lower Middle Income,Nutritional deficiencies,1993,1048.4878897951203
696893,World Bank Lower Middle Income,Nutritional deficiencies,1994,1007.1143573190519
696899,World Bank Lower Middle Income,Nutritional deficiencies,1995,963.4807679781633
696905,World Bank Lower Middle Income,Nutritional deficiencies,1996,903.3774539637913
696911,World Bank Lower Middle Income,Nutritional deficiencies,1997,853.7807714198576
696917,World Bank Lower Middle Income,Nutritional deficiencies,1998,803.7238346607137
696923,World Bank Lower Middle Income,Nutritional deficiencies,1999,760.1710397011102
696929,World Bank Lower Middle Income,Nutritional deficiencies,2000,727.7047378278737
696935,World Bank Lower Middle Income,Nutritional deficiencies,2001,681.4953200108017
696941,World Bank Lower Middle Income,Nutritional deficiencies,2002,635.4604450841898
696947,World Bank Lower Middle Income,Nutritional deficiencies,2003,591.8983237773533
696953,World Bank Lower Middle Income,Nutritional deficiencies,2004,559.9217275217889
696959,World Bank Lower Middle Income,Nutritional deficiencies,2005,525.0571106979166
696965,World Bank Lower Middle Income,Nutritional deficiencies,2006,498.5519534264701
696971,World Bank Lower Middle Income,Nutritional deficiencies,2007,471.07493787718687
696977,World Bank Lower Middle Income,Nutritional deficiencies,2008,443.844692000153
696983,World Bank Lower Middle Income,Nutritional deficiencies,2009,419.51642476791824
696989,World Bank Lower Middle Income,Nutritional deficiencies,2010,398.16733884214693
696995,World Bank Lower Middle Income,Nutritional deficiencies,2011,367.21590556645737
697001,World Bank Lower Middle Income,Nutritional deficiencies,2012,341.76847800720964
697007,World Bank Lower Middle Income,Nutritional deficiencies,2013,314.246223161374
697013,World Bank Lower Middle Income,Nutritional deficiencies,2014,289.7098873749263
697019,World Bank Lower Middle Income,Nutritional deficiencies,2015,270.84738189793524
697031,World Bank Lower Middle Income,Nutritional deficiencies,2016,253.0018280656654
697025,World Bank Lower Middle Income,Nutritional deficiencies,2017,236.77708073258182
698213,World Bank Upper Middle Income,Nutritional deficiencies,1990,274.56822100035146
698219,World Bank Upper Middle Income,Nutritional deficiencies,1991,265.7343229718188
698225,World Bank Upper Middle Income,Nutritional deficiencies,1992,244.3438717988977
698231,World Bank Upper Middle Income,Nutritional deficiencies,1993,224.93424433816384
698237,World Bank Upper Middle Income,Nutritional deficiencies,1994,208.83608246989866
698243,World Bank Upper Middle Income,Nutritional deficiencies,1995,192.841801430256
698249,World Bank Upper Middle Income,Nutritional deficiencies,1996,177.9171736817567
698255,World Bank Upper Middle Income,Nutritional deficiencies,1997,165.11422093872562
698261,World Bank Upper Middle Income,Nutritional deficiencies,1998,153.6503467071841
698267,World Bank Upper Middle Income,Nutritional deficiencies,1999,140.97207764749197
698273,World Bank Upper Middle Income,Nutritional deficiencies,2000,128.74811393050905
698279,World Bank Upper Middle Income,Nutritional deficiencies,2001,116.45630544186905
698285,World Bank Upper Middle Income,Nutritional deficiencies,2002,104.70931945476565
698291,World Bank Upper Middle Income,Nutritional deficiencies,2003,94.28342771641485
698297,World Bank Upper Middle Income,Nutritional deficiencies,2004,83.6747753722637
698303,World Bank Upper Middle Income,Nutritional deficiencies,2005,75.02450678313339
698309,World Bank Upper Middle Income,Nutritional deficiencies,2006,68.06367324458525
698315,World Bank Upper Middle Income,Nutritional deficiencies,2007,61.97052804455252
698321,World Bank Upper Middle Income,Nutritional deficiencies,2008,57.856507051121035
698327,World Bank Upper Middle Income,Nutritional deficiencies,2009,54.21753718595347
698333,World Bank Upper Middle Income,Nutritional deficiencies,2010,50.771883608242256
698339,World Bank Upper Middle Income,Nutritional deficiencies,2011,47.587427649568156
698345,World Bank Upper Middle Income,Nutritional deficiencies,2012,45.152616504805
698351,World Bank Upper Middle Income,Nutritional deficiencies,2013,43.188345484117754
698357,World Bank Upper Middle Income,Nutritional deficiencies,2014,41.70919051919807
698363,World Bank Upper Middle Income,Nutritional deficiencies,2015,40.09376367033283
698375,World Bank Upper Middle Income,Nutritional deficiencies,2016,38.547018144985245
698369,World Bank Upper Middle Income,Nutritional deficiencies,2017,37.463924052945046
348269,World Bank High Income,Other infectious diseases,1990,123.9197519708651
348275,World Bank High Income,Other infectious diseases,1991,108.78345411243706
348281,World Bank High Income,Other infectious diseases,1992,105.83853826463886
348287,World Bank High Income,Other infectious diseases,1993,105.50504709767112
348293,World Bank High Income,Other infectious diseases,1994,104.2938460627002
348299,World Bank High Income,Other infectious diseases,1995,103.63402524377639
348305,World Bank High Income,Other infectious diseases,1996,103.00359999986584
348311,World Bank High Income,Other infectious diseases,1997,102.70957273638048
348317,World Bank High Income,Other infectious diseases,1998,102.02735376137224
348323,World Bank High Income,Other infectious diseases,1999,99.13613470730469
348329,World Bank High Income,Other infectious diseases,2000,95.82408152028135
348335,World Bank High Income,Other infectious diseases,2001,92.23296284012
348341,World Bank High Income,Other infectious diseases,2002,88.27721217298667
348347,World Bank High Income,Other infectious diseases,2003,83.98109160546457
348353,World Bank High Income,Other infectious diseases,2004,78.06212860584081
348359,World Bank High Income,Other infectious diseases,2005,72.84605188887902
348365,World Bank High Income,Other infectious diseases,2006,68.17475013387022
348371,World Bank High Income,Other infectious diseases,2007,65.52831250255501
348377,World Bank High Income,Other infectious diseases,2008,62.981146434574725
348383,World Bank High Income,Other infectious diseases,2009,60.93593928513632
348389,World Bank High Income,Other infectious diseases,2010,58.96035529979793
348395,World Bank High Income,Other infectious diseases,2011,57.90644760535153
348401,World Bank High Income,Other infectious diseases,2012,56.6140630707796
348407,World Bank High Income,Other infectious diseases,2013,55.72755987540719
348413,World Bank High Income,Other infectious diseases,2014,54.93300348365182
348416,World Bank High Income,Other infectious diseases,2015,54.910321314818354
348431,World Bank High Income,Other infectious diseases,2016,55.005742369991
348425,World Bank High Income,Other infectious diseases,2017,55.154876393510044
358685,World Bank Low Income,Other infectious diseases,1990,12085.242492599162
358691,World Bank Low Income,Other infectious diseases,1991,11795.785091688624
358697,World Bank Low Income,Other infectious diseases,1992,11531.132822229472
358703,World Bank Low Income,Other infectious diseases,1993,11326.500010400463
358709,World Bank Low Income,Other infectious diseases,1994,11172.094758501882
358715,World Bank Low Income,Other infectious diseases,1995,10835.950243017674
358721,World Bank Low Income,Other infectious diseases,1996,10735.295452731343
358727,World Bank Low Income,Other infectious diseases,1997,10342.725371546052
358733,World Bank Low Income,Other infectious diseases,1998,9989.258303533808
358739,World Bank Low Income,Other infectious diseases,1999,9531.485530465925
358745,World Bank Low Income,Other infectious diseases,2000,8912.881937696226
358751,World Bank Low Income,Other infectious diseases,2001,8176.076605899653
358757,World Bank Low Income,Other infectious diseases,2002,7457.033739337541
358763,World Bank Low Income,Other infectious diseases,2003,6691.232819711743
358769,World Bank Low Income,Other infectious diseases,2004,6027.369261683232
358775,World Bank Low Income,Other infectious diseases,2005,5301.253503428734
358781,World Bank Low Income,Other infectious diseases,2006,4929.021649891256
358787,World Bank Low Income,Other infectious diseases,2007,4593.559755244059
358793,World Bank Low Income,Other infectious diseases,2008,4406.39986101674
358799,World Bank Low Income,Other infectious diseases,2009,4233.0822501005905
358805,World Bank Low Income,Other infectious diseases,2010,4120.444524678877
358811,World Bank Low Income,Other infectious diseases,2011,3979.448925633251
358817,World Bank Low Income,Other infectious diseases,2012,3832.948510444759
358823,World Bank Low Income,Other infectious diseases,2013,3551.3302828159617
358829,World Bank Low Income,Other infectious diseases,2014,3288.347980551681
358835,World Bank Low Income,Other infectious diseases,2015,3038.893367442395
358847,World Bank Low Income,Other infectious diseases,2016,2846.2764971913507
358841,World Bank Low Income,Other infectious diseases,2017,2625.082597599101
355829,World Bank Lower Middle Income,Other infectious diseases,1990,4976.266217967329
355835,World Bank Lower Middle Income,Other infectious diseases,1991,4749.827460588
355841,World Bank Lower Middle Income,Other infectious diseases,1992,4581.091228552949
355847,World Bank Lower Middle Income,Other infectious diseases,1993,4394.6611587780435
355853,World Bank Lower Middle Income,Other infectious diseases,1994,4199.024397366276
355859,World Bank Lower Middle Income,Other infectious diseases,1995,4024.0969274485415
355865,World Bank Lower Middle Income,Other infectious diseases,1996,3883.108316869182
355871,World Bank Lower Middle Income,Other infectious diseases,1997,3711.4439385315527
355877,World Bank Lower Middle Income,Other infectious diseases,1998,3555.7920888370772
355883,World Bank Lower Middle Income,Other infectious diseases,1999,3390.81726777562
355889,World Bank Lower Middle Income,Other infectious diseases,2000,3212.5121667243475
355895,World Bank Lower Middle Income,Other infectious diseases,2001,3059.5994622805074
355901,World Bank Lower Middle Income,Other infectious diseases,2002,2874.987933436289
355907,World Bank Lower Middle Income,Other infectious diseases,2003,2685.654528127085
355913,World Bank Lower Middle Income,Other infectious diseases,2004,2497.038467210356
355919,World Bank Lower Middle Income,Other infectious diseases,2005,2337.7177308431687
355925,World Bank Lower Middle Income,Other infectious diseases,2006,2079.1385851907285
355931,World Bank Lower Middle Income,Other infectious diseases,2007,1877.7961698835456
355937,World Bank Lower Middle Income,Other infectious diseases,2008,1704.4984503494932
355943,World Bank Lower Middle Income,Other infectious diseases,2009,1574.7037409825707
355949,World Bank Lower Middle Income,Other infectious diseases,2010,1488.2916515461538
355955,World Bank Lower Middle Income,Other infectious diseases,2011,1430.9591387886303
355961,World Bank Lower Middle Income,Other infectious diseases,2012,1336.9656651154946
355967,World Bank Lower Middle Income,Other infectious diseases,2013,1273.6062471747348
355973,World Bank Lower Middle Income,Other infectious diseases,2014,1188.0167157522646
355979,World Bank Lower Middle Income,Other infectious diseases,2015,1120.5594352919375
355991,World Bank Lower Middle Income,Other infectious diseases,2016,1056.2438441277307
355985,World Bank Lower Middle Income,Other infectious diseases,2017,1010.0643289669192
357173,World Bank Upper Middle Income,Other infectious diseases,1990,888.3975314737494
357179,World Bank Upper Middle Income,Other infectious diseases,1991,819.8860856112448
357185,World Bank Upper Middle Income,Other infectious diseases,1992,760.3262684264067
357191,World Bank Upper Middle Income,Other infectious diseases,1993,701.3920197528339
357197,World Bank Upper Middle Income,Other infectious diseases,1994,642.3545708425007
357203,World Bank Upper Middle Income,Other infectious diseases,1995,590.8622356968274
357209,World Bank Upper Middle Income,Other infectious diseases,1996,534.3539444474463
357215,World Bank Upper Middle Income,Other infectious diseases,1997,478.67420049796755
357221,World Bank Upper Middle Income,Other infectious diseases,1998,432.99534475056885
357227,World Bank Upper Middle Income,Other infectious diseases,1999,392.35641631780436
357233,World Bank Upper Middle Income,Other infectious diseases,2000,364.24851356124026
357239,World Bank Upper Middle Income,Other infectious diseases,2001,333.70440052762183
357245,World Bank Upper Middle Income,Other infectious diseases,2002,305.48371100734937
357251,World Bank Upper Middle Income,Other infectious diseases,2003,281.62964167303244
357257,World Bank Upper Middle Income,Other infectious diseases,2004,259.3920412648268
357263,World Bank Upper Middle Income,Other infectious diseases,2005,237.38819869563625
357269,World Bank Upper Middle Income,Other infectious diseases,2006,214.89007208693425
357275,World Bank Upper Middle Income,Other infectious diseases,2007,196.8850662927614
357281,World Bank Upper Middle Income,Other infectious diseases,2008,182.3566750774234
357287,World Bank Upper Middle Income,Other infectious diseases,2009,172.537623877683
357293,World Bank Upper Middle Income,Other infectious diseases,2010,160.4332323188248
357299,World Bank Upper Middle Income,Other infectious diseases,2011,150.56568040162261
357305,World Bank Upper Middle Income,Other infectious diseases,2012,144.15837713707413
357311,World Bank Upper Middle Income,Other infectious diseases,2013,138.18242679934735
357317,World Bank Upper Middle Income,Other infectious diseases,2014,133.97703518203602
357320,World Bank Upper Middle Income,Other infectious diseases,2015,130.72551588554913
357335,World Bank Upper Middle Income,Other infectious diseases,2016,128.27542759365605
357329,World Bank Upper Middle Income,Other infectious diseases,2017,124.30045380682249
586997,World Bank High Income,Other non-communicable diseases,1990,712.0220904552762
587003,World Bank High Income,Other non-communicable diseases,1991,686.1543683350525
587009,World Bank High Income,Other non-communicable diseases,1992,651.7948844528847
587015,World Bank High Income,Other non-communicable diseases,1993,622.8030118182874
587021,World Bank High Income,Other non-communicable diseases,1994,594.5927425414798
587027,World Bank High Income,Other non-communicable diseases,1995,563.727402361135
587033,World Bank High Income,Other non-communicable diseases,1996,540.6440876227466
587039,World Bank High Income,Other non-communicable diseases,1997,521.1198440272586
587045,World Bank High Income,Other non-communicable diseases,1998,506.0245338266091
587051,World Bank High Income,Other non-communicable diseases,1999,493.191400900736
587057,World Bank High Income,Other non-communicable diseases,2000,480.642507693642
587063,World Bank High Income,Other non-communicable diseases,2001,467.9098918550339
587069,World Bank High Income,Other non-communicable diseases,2002,460.7334246807746
587075,World Bank High Income,Other non-communicable diseases,2003,455.5923152843998
587081,World Bank High Income,Other non-communicable diseases,2004,445.1790274832589
587087,World Bank High Income,Other non-communicable diseases,2005,442.65313016529745
587093,World Bank High Income,Other non-communicable diseases,2006,437.85394655590864
587099,World Bank High Income,Other non-communicable diseases,2007,435.4627356233692
587105,World Bank High Income,Other non-communicable diseases,2008,428.3980046572639
587111,World Bank High Income,Other non-communicable diseases,2009,419.3455237968956
587117,World Bank High Income,Other non-communicable diseases,2010,408.2439759360492
587123,World Bank High Income,Other non-communicable diseases,2011,403.47275675784437
587129,World Bank High Income,Other non-communicable diseases,2012,397.8900677577229
587135,World Bank High Income,Other non-communicable diseases,2013,393.4053078698065
587141,World Bank High Income,Other non-communicable diseases,2014,389.81087610852546
587147,World Bank High Income,Other non-communicable diseases,2015,388.7798619324842
587159,World Bank High Income,Other non-communicable diseases,2016,383.84956754977384
587153,World Bank High Income,Other non-communicable diseases,2017,376.4702816170526
597413,World Bank Low Income,Other non-communicable diseases,1990,4107.149578381186
597419,World Bank Low Income,Other non-communicable diseases,1991,4036.521941590628
597425,World Bank Low Income,Other non-communicable diseases,1992,3979.846894126603
597431,World Bank Low Income,Other non-communicable diseases,1993,3984.144577058481
597437,World Bank Low Income,Other non-communicable diseases,1994,3910.8508971747274
597443,World Bank Low Income,Other non-communicable diseases,1995,3807.2553110708427
597449,World Bank Low Income,Other non-communicable diseases,1996,3718.440094833059
597455,World Bank Low Income,Other non-communicable diseases,1997,3646.7819669071114
597461,World Bank Low Income,Other non-communicable diseases,1998,3557.044808776079
597467,World Bank Low Income,Other non-communicable diseases,1999,3469.5694748963015
597473,World Bank Low Income,Other non-communicable diseases,2000,3375.894807763825
